"country","help1","help2","help3","help4","help5","help6","help7","voice1","voice2","voice3","voice4","voice5","Y","help"
"CAN",4,3,3,4,3,3,4,2,2,3,4,2,3.42857142857143,-2.66682554386714
"CAN",6,4,7,5,6,6,7,6,7,7,6,5,5.85714285714286,0.146208313555587
"CAN",6,4,5,4,4,5,6,5,4,6,5,6,4.85714285714286,-1.02728822822993
"CAN",7,6,7,7,7,7,7,6,7,7,7,7,6.85714285714286,1.28246820928001
"CAN",2,6,6,6,6,7,7,6,7,7,7,7,5.71428571428571,-0.00344654761729417
"CAN",6,6,6,6,6,6,6,6,6,6,6,6,6,0.296734755967444
"CAN",6,6,5,6,5,5,6,4,5,4,5,4,5.57142857142857,-0.226260946501152
"CAN",5,4,3,4,3,4,4,3,4,3,4,4,3.85714285714286,-2.18734808826251
"CAN",3,1,2,7,4,4,6,7,4,4,4,4,3.85714285714286,-2.20367682348948
"CAN",6,6,6,6,6,6,5,5,5,4,6,5,5.85714285714286,0.14808921962643
"CAN",5,6,6,5,5,5,5,6,5,5,5,5,5.28571428571429,-0.504575291872297
"CAN",5,5,5,5,5,5,5,4,4,6,5,5,5,-0.844997696789493
"CAN",5,5,5,5,5,5,5,5,4,3,5,5,5,-0.847798339564191
"CAN",6,6,6,7,6,7,7,7,7,7,7,7,6.42857142857143,0.766769696393265
"CAN",2,2,1,6,7,6,6,2,2,6,4,3,4.28571428571429,-1.69923698357947
"CAN",4,5,5,5,5,5,5,5,5,5,5,5,4.85714285714286,-1.00499587171651
"CAN",6,5,5,6,6,6,6,6,4,6,5,6,5.71428571428571,-0.0404941883348417
"CAN",4,6,6,7,6,5,5,5,4,4,4,2,5.57142857142857,-0.167224799479663
"CAN",5,7,6,5,6,6,5,6,6,6,6,6,5.71428571428571,-0.00902141349699807
"CAN",6,6,6,6,6,6,6,5,6,5,6,6,6,0.296734755967444
"CAN",5,4,5,5,5,4,5,4,5,4,5,5,4.71428571428571,-1.18035634691486
"CAN",7,7,7,7,7,7,7,7,4,7,5,7,7,1.4422329971233
"CAN",6,6,6,6,6,6,6,6,6,6,6,6,6,0.294510149039093
"CAN",6,7,7,7,7,7,5,7,7,7,6,6,6.57142857142857,0.984727136881359
"CAN",6,5,6,6,6,5,5,5,4,4,3,3,5.57142857142857,-0.178974640788066
"CAN",6,2,7,7,6,6,6,3,2,5,5,6,5.71428571428571,-0.000365421869232784
"CAN",5,5,6,6,6,6,6,5,5,4,6,6,5.71428571428571,-0.0187551981534798
"CAN",7,7,5,7,7,7,7,6,6,7,6,6,6.71428571428571,1.07123711029496
"CAN",6,6,6,6,6,6,6,6,6,6,6,6,6,0.297699901591666
"CAN",4,7,7,7,7,7,6,6,6,6,4,5,6.42857142857143,0.821202215846083
"CAN",7,7,7,7,7,7,7,6,6,7,7,7,7,1.4455445682108
"CAN",5,6,7,7,6,6,6,6,7,7,6,5,6.14285714285714,0.485646512397802
"CAN",7,7,7,7,7,7,7,7,7,7,7,7,7,1.44406849427378
"CAN",7,6,7,6,6,6,6,7,7,6,6,7,6.28571428571429,0.632696313308467
"CAN",4,5,1,5,4,4,5,4,3,4,6,5,4,-2.06873286360792
"CAN",5,3,4,4,5,4,6,7,7,7,6,5,4.42857142857143,-1.52109979514129
"CAN",7,7,7,7,7,7,7,7,7,7,7,7,7,1.43904324457073
"CAN",5,2,1,6,7,2,5,2,2,5,2,2,4,-2.03987889580762
"CAN",7,3,5,7,5,3,7,3,2,4,4,5,5.28571428571429,-0.556942331375437
"CAN",7,6,6,6,6,6,5,4,5,5,5,5,6,0.301586070913375
"CAN",6,6,6,6,6,6,6,5,6,7,6,6,6,0.296734755967444
"CAN",3,7,4,7,6,7,6,3,4,6,6,6,5.71428571428571,-0.0525315676685333
"CAN",7,7,7,7,7,7,7,7,7,7,6,7,7,1.4422329971233
"CAN",3,5,5,6,6,6,6,6,6,6,6,6,5.28571428571429,-0.511914287646823
"CAN",4,4,4,3,5,4,6,4,4,7,2,7,4.28571428571429,-1.67342278324019
"CAN",7,6,7,7,6,7,7,7,7,7,6,7,6.71428571428571,1.11250211738218
"CAN",7,7,7,7,7,7,7,7,7,7,7,7,7,1.44406849427378
"CAN",7,6,7,6,7,6,6,7,6,7,6,7,6.42857142857143,0.802662405206294
"CAN",5,6,6,6,6,6,5,5,5,6,6,5,5.71428571428571,-0.0192138992792707
"CAN",5,4,5,5,5,5,5,5,5,5,5,5,4.85714285714286,-1.00735022283692
"CAN",4,6,3,6,5,5,5,3,2,3,2,3,4.85714285714286,-1.04527744419428
"CAN",6,6,6,6,7,6,6,3,4,3,3,5,6.14285714285714,0.470977564576993
"CAN",7,7,7,7,7,6,6,7,7,7,6,7,6.71428571428571,1.12607548364052
"CAN",4,7,3,7,2,7,7,7,2,1,3,4,5.28571428571429,-0.594635269355483
"CAN",7,7,6,7,6,7,7,6,4,7,7,5,6.71428571428571,1.0903131274842
"CAN",7,7,6,7,7,7,7,7,7,7,7,7,6.85714285714286,1.25222574241202
"CAN",7,7,7,7,6,5,4,3,3,4,5,4,6.14285714285714,0.485525143099854
"CAN",2,2,3,3,3,5,5,3,3,3,3,4,3.28571428571429,-2.82075958260385
"CAN",4,6,5,6,6,6,5,6,6,6,6,6,5.42857142857143,-0.342845262938563
"CAN",6,4,4,7,7,7,7,6,5,6,6,7,6,0.263495329910971
"CAN",6,4,6,6,6,4,6,4,6,6,6,4,5.42857142857143,-0.349473662019178
"CAN",6,7,7,7,7,7,7,7,6,6,6,6,6.85714285714286,1.28629492627511
"CAN",6,6,6,6,6,6,6,6,6,6,6,6,6,0.288681278997435
"CAN",6,4,4,5,5,5,5,5,4,4,5,5,4.85714285714286,-1.03336592973001
"CAN",6,7,7,7,7,6,7,5,7,6,6,6,6.71428571428571,1.12008281786305
"CAN",1,6,1,6,1,6,3,6,1,2,1,1,3.42857142857143,-2.68739353267329
"CAN",4,6,4,7,5,5,3,5,7,7,7,7,4.85714285714286,-1.00501266171707
"CAN",7,5,5,5,6,6,6,4,4,4,4,4,5.71428571428571,-0.0481759999072851
"CAN",5,4,3,4,5,4,4,4,2,6,4,5,4.14285714285714,-1.84838105009108
"CAN",4,5,6,6,6,6,6,5,5,4,3,5,5.57142857142857,-0.181781600347458
"CAN",7,4,7,6,6,6,6,4,5,5,5,5,6,0.312627401138781
"CAN",4,4,4,4,4,4,4,4,4,4,4,4,4,-1.99455604202418
"CAN",6,1,5,2,4,1,1,3,1,6,4,6,2.85714285714286,-3.25175791183807
"CAN",6,6,5,6,6,6,3,6,6,5,4,6,5.42857142857143,-0.341303248629933
"CAN",6,7,6,6,6,6,6,6,6,5,5,6,6.14285714285714,0.460052427639096
"CAN",4,5,5,6,6,6,5,6,6,6,5,5,5.28571428571429,-0.507639008547239
"CAN",5,4,7,7,5,5,6,5,5,4,5,5,5.57142857142857,-0.179112002425533
"CAN",7,5,7,6,7,6,7,5,6,5,6,6,6.42857142857143,0.796032774986298
"CAN",6,5,5,5,5,5,6,5,4,4,3,3,5.28571428571429,-0.542127768215836
"CAN",6,6,4,7,6,7,7,6,6,6,6,6,6.14285714285714,0.417122625840888
"CAN",7,7,7,7,7,7,6,7,7,7,7,7,6.85714285714286,1.29006298512423
"CAN",6,7,7,7,6,6,7,6,7,7,6,6,6.57142857142857,0.955141975668274
"CAN",7,5,7,7,6,5,6,4,5,6,6,6,6.14285714285714,0.469370445787195
"CAN",6,5,6,6,6,6,6,6,6,5,6,5,5.85714285714286,0.128164250100481
"CAN",7,3,5,3,5,4,3,6,7,7,6,6,4.28571428571429,-1.65011073459389
"CAN",4,6,4,6,3,6,3,6,5,6,6,4,4.57142857142857,-1.34607800049464
"CAN",4,3,5,5,4,5,5,5,3,5,3,5,4.42857142857143,-1.48949469776817
"CAN",4,4,4,6,6,4,4,4,5,5,5,6,4.57142857142857,-1.32832453890351
"CAN",7,5,7,7,7,7,7,7,7,6,7,7,6.71428571428571,1.12303443647987
"CAN",4,5,5,5,5,5,5,5,5,5,5,5,4.85714285714286,-1.00277126478816
"CAN",7,6,7,7,7,7,7,7,7,7,7,7,6.85714285714286,1.27269734563212
"CAN",7,7,7,7,7,7,7,7,7,7,6,7,7,1.4422329971233
"CAN",7,5,7,7,7,7,6,6,6,7,5,6,6.57142857142857,0.965086933724083
"CAN",6,2,7,5,6,4,6,6,6,5,6,7,5.14285714285714,-0.649221676618396
"CAN",7,4,5,7,7,5,4,4,4,6,6,6,5.57142857142857,-0.187284874873626
"CAN",5,2,5,3,6,6,6,6,5,6,6,6,4.71428571428571,-1.16203026276486
"CAN",6,6,6,6,6,6,6,6,5,5,6,6,6,0.296734755967444
"CAN",7,6,7,7,6,7,6,6,6,6,5,6,6.57142857142857,0.949809000681552
"CAN",3,4,4,5,3,5,3,3,5,4,3,3,3.85714285714286,-2.14406139530304
"CAN",5,3,4,7,6,6,6,6,7,7,6,7,5.28571428571429,-0.542812464250458
"CAN",6,5,6,5,5,7,5,6,4,3,6,6,5.57142857142857,-0.179585062544033
"CAN",3,1,1,1,2,2,2,2,2,3,3,4,1.71428571428571,-4.62739163813063
"CAN",6,7,6,7,6,7,6,6,6,7,7,7,6.42857142857143,0.785218591982189
"CAN",2,4,3,5,4,6,4,4,3,3,3,6,4,-1.99411225183402
"CAN",5,5,5,5,5,5,5,5,6,6,6,6,5,-0.855851816534199
"CAN",7,7,7,7,7,7,7,7,7,7,7,7,7,1.4422329971233
"CAN",4,3,4,5,4,4,5,4,4,5,4,4,4.14285714285714,-1.84097215500901
"CAN",5,4,4,5,5,5,5,5,4,5,5,6,4.71428571428571,-1.18502728386648
"CAN",5,5,4,5,5,4,4,5,5,4,5,5,4.57142857142857,-1.3439793395398
"CAN",5,6,7,7,7,7,6,7,7,7,7,7,6.42857142857143,0.820683361876147
"CAN",6,5,6,6,7,6,6,6,5,6,6,5,6,0.306183818968316
"CAN",5,6,5,7,6,5,7,5,6,7,7,7,5.85714285714286,0.10283313608483
"CAN",4,2,2,4,4,5,5,7,6,6,6,5,3.71428571428571,-2.35746785696318
"CAN",6,4,6,6,6,4,5,3,3,3,5,5,5.28571428571429,-0.507421164774963
"CAN",6,6,6,6,6,6,6,4,5,5,5,5,6,0.301011472679166
"CAN",7,4,5,6,5,3,5,6,5,5,4,4,5,-0.863448471443343
"CAN",3,4,4,4,5,3,4,4,4,4,4,4,3.85714285714286,-2.13852512713098
"CAN",5,7,4,6,7,5,6,6,7,7,6,7,5.71428571428571,-0.0537198141795583
"CAN",6,6,6,6,6,6,5,5,4,2,4,4,5.85714285714286,0.135759025944699
"CAN",6,4,5,6,5,4,6,4,5,6,6,5,5.14285714285714,-0.702263883184534
"CAN",7,7,5,6,4,6,6,3,5,7,7,7,5.85714285714286,0.089079287247309
"CAN",5,5,4,5,5,5,5,5,5,5,5,5,4.85714285714286,-1.02451025496952
"CAN",5,6,6,6,6,6,5,7,7,6,6,6,5.71428571428571,-0.00944303563137587
"CAN",7,7,7,7,7,7,7,7,6,6,5,6,7,1.44406849427378
"CAN",6,6,6,6,6,6,6,6,6,6,6,6,6,0.296734755967444
"CAN",7,5,7,7,6,7,6,6,5,5,6,7,6.42857142857143,0.789291971784598
"CAN",4,6,4,6,1,1,1,1,4,4,5,6,3.28571428571429,-2.80860244526172
"CAN",6,1,1,6,1,6,6,2,1,2,6,5,3.85714285714286,-2.26284861552008
"CAN",3,4,4,5,5,5,5,4,4,5,3,4,4.42857142857143,-1.49497313431441
"CAN",5,5,5,4,5,4,4,6,4,3,4,5,4.57142857142857,-1.32416937028213
"CAN",6,6,6,6,6,6,6,6,5,5,4,4,6,0.299535398742142
"CAN",5,4,5,5,6,6,5,4,4,5,6,6,5.14285714285714,-0.674361775079612
"CAN",6,7,6,6,6,7,7,7,7,7,6,7,6.42857142857143,0.766108062430831
"CAN",5,6,6,6,6,6,6,6,6,6,6,6,5.85714285714286,0.142726976367697
"CAN",5,4,6,6,6,5,6,3,3,3,3,5,5.42857142857143,-0.34548433546249
"CAN",2,6,6,6,6,6,3,6,5,5,4,5,5,-0.77764698737492
"CAN",6,6,6,6,6,6,6,6,5,5,5,5,6,0.29845214264533
"CAN",5,3,4,5,5,5,6,7,7,4,6,5,4.71428571428571,-1.19409813364772
"CAN",7,7,7,7,7,7,7,7,7,7,7,7,7,1.44126785149908
"CAN",7,7,7,7,7,7,7,7,2,5,7,7,7,1.43321437452907
"CAN",7,7,7,6,6,7,7,5,6,6,5,5,6.71428571428571,1.11108824236609
"CAN",5,4,2,5,2,6,6,2,2,6,4,4,4.28571428571429,-1.7464943928977
"CAN",6,6,7,6,6,7,6,7,7,7,6,7,6.28571428571429,0.645987606279926
"CAN",4,4,6,5,5,4,4,4,4,3,3,3,4.57142857142857,-1.29749202942662
"CAN",6,7,6,7,5,5,6,5,4,3,4,5,6,0.287277497116951
"CAN",4,4,4,5,5,5,5,5,5,5,5,5,4.57142857142857,-1.34427692580217
"CAN",6,6,6,6,6,6,6,6,6,6,6,6,6,0.288681278997435
"CAN",6,6,4,6,6,6,6,5,6,6,6,6,5.71428571428571,-0.0642773626424417
"CAN",7,6,6,6,7,7,6,7,7,7,6,6,6.42857142857143,0.783436667644595
"CAN",6,6,3,6,3,6,6,4,3,3,3,3,5.14285714285714,-0.751852699365476
"CAN",3,4,3,5,5,5,5,5,3,5,3,4,4.28571428571429,-1.67852109646531
"CAN",5,5,4,5,5,5,5,5,5,5,5,5,4.85714285714286,-1.02598632890655
"CAN",6,6,5,6,6,6,6,7,7,7,7,7,5.85714285714286,0.11574612385039
"CAN",4,4,6,6,6,7,6,4,4,6,5,6,5.57142857142857,-0.178311127760706
"CAN",4,5,6,6,6,6,5,6,5,7,6,6,5.42857142857143,-0.325685230805963
"CAN",7,7,4,7,6,6,7,6,6,6,4,5,6.28571428571429,0.562123754838033
"CAN",5,4,5,6,5,5,5,4,3,4,4,4,5,-0.842859988890034
"CAN",5,4,5,4,5,4,4,2,3,3,4,3,4.42857142857143,-1.48468639917909
"CAN",5,6,6,6,6,6,6,6,6,6,6,7,5.85714285714286,0.144562473518172
"CAN",6,7,6,7,6,7,6,7,6,6,6,6,6.42857142857143,0.782417949207492
"CAN",5,6,6,6,6,6,6,6,6,6,6,6,5.85714285714286,0.133708353773466
"CAN",5,7,6,6,6,6,6,5,6,6,6,6,6,0.303244005264651
"CAN",6,6,5,6,6,6,6,6,6,5,5,6,5.85714285714286,0.113521516922039
"CAN",6,5,5,5,5,6,6,4,5,6,6,6,5.42857142857143,-0.371638943092057
"CAN",6,7,7,6,6,6,5,6,4,5,6,6,6.14285714285714,0.487035550606602
"CAN",7,4,7,7,7,7,4,7,5,7,7,6,6.14285714285714,0.503750648424705
"CAN",6,6,5,6,6,6,6,6,6,5,5,6,5.85714285714286,0.11574612385039
"CAN",7,7,7,7,7,7,7,7,7,6,7,7,7,1.43321437452907
"CAN",6,6,6,5,5,5,5,6,6,6,6,6,5.42857142857143,-0.350354607701991
"CAN",6,6,5,6,6,5,6,6,5,5,6,6,5.71428571428571,-0.0504659845616664
"CAN",7,7,7,7,7,7,5,3,6,6,5,6,6.71428571428571,1.13970006210533
"CAN",7,6,7,6,6,6,1,6,2,6,6,5,5.57142857142857,-0.130197565277328
"CAN",2,6,4,5,3,3,3,3,3,4,4,4,3.71428571428571,-2.30413976855004
"CAN",5,7,6,6,6,6,6,6,6,5,6,6,6,0.302278859640428
"CAN",6,6,6,6,6,6,6,4,4,6,5,5,6,0.288681278997435
"CAN",3,3,2,2,3,3,3,2,2,3,3,2,2.71428571428571,-3.47806667997968
"CAN",4,3,4,5,4,5,4,5,5,5,4,4,4.14285714285714,-1.82990690657804
"CAN",6,4,6,5,5,5,5,6,6,6,5,6,5.14285714285714,-0.668077094408399
"CAN",5,6,4,5,4,5,5,5,4,6,6,6,4.85714285714286,-1.03651864800423
"CAN",5,5,5,5,5,5,5,5,5,5,5,5,5,-0.844997696789493
"CAN",6,6,4,5,4,5,5,6,6,6,5,6,5,-0.883263109458148
"CAN",7,7,5,6,6,6,4,6,5,7,7,6,5.85714285714286,0.117338094895832
"CAN",6,5,4,6,6,7,6,5,6,6,7,7,5.71428571428571,-0.06080689005569
"CAN",1,1,1,1,2,2,2,7,2,2,2,2,1.42857142857143,-4.94127948218481
"CAN",6,7,7,6,6,7,6,5,6,5,3,6,6.42857142857143,0.80650463517688
"CAN",6,7,5,6,6,6,5,6,5,4,4,5,5.85714285714286,0.125058286372494
"CAN",4,5,4,5,4,5,4,5,5,4,5,4,4.42857142857143,-1.50384759908108
"CAN",5,7,6,6,6,6,6,6,6,6,5,6,6,0.302278859640428
"CAN",6,6,6,6,6,6,6,6,6,5,6,6,6,0.288681278997435
"CAN",4,5,6,6,6,5,5,6,6,5,4,5,5.28571428571429,-0.489672732289669
"CAN",5,7,7,7,7,7,7,7,7,7,7,7,6.71428571428571,1.12909739412279
"CAN",4,6,5,6,5,6,6,5,4,4,6,5,5.42857142857143,-0.359889101783653
"CAN",5,5,5,5,5,5,5,3,2,2,4,2,5,-0.846080952886304
"CAN",6,6,6,6,6,6,6,6,6,6,6,6,6,0.299535398742142
"CAN",5,4,6,5,5,5,6,6,6,6,6,6,5.14285714285714,-0.674404483291355
"CAN",5,4,5,6,6,3,3,4,4,5,5,5,4.57142857142857,-1.31904359974682
"CAN",7,7,7,7,7,7,7,7,7,7,7,7,7,1.4422329971233
"CAN",6,6,6,6,7,7,7,6,6,6,6,7,6.42857142857143,0.781385995473362
"CAN",4,6,4,7,4,7,7,4,4,7,4,6,5.57142857142857,-0.232755408402704
"CAN",3,6,7,4,6,4,4,3,6,6,6,6,4.85714285714286,-0.941654835701185
"CAN",7,7,7,7,7,7,7,7,3,7,6,7,7,1.44406849427378
"CAN",6,6,6,6,6,6,6,6,5,5,5,5,6,0.296734755967444
"CAN",6,6,6,6,7,7,7,7,7,7,6,7,6.42857142857143,0.775557125431704
"CAN",6,7,6,6,6,6,6,5,5,5,6,5,6.14285714285714,0.45821693048862
"CAN",5,5,6,6,6,6,6,7,7,6,6,7,5.71428571428571,-0.0209798050818303
"CAN",5,4,5,7,6,7,6,3,2,4,5,5,5.71428571428571,-0.0308179781126714
"CAN",6,6,4,5,5,5,5,6,6,5,6,6,5.14285714285714,-0.711579630882435
"CAN",6,6,2,6,6,6,6,5,5,4,5,6,5.42857142857143,-0.424419129726074
"CAN",6,6,5,6,6,5,6,6,6,6,7,6,5.71428571428571,-0.048241377633316
"CAN",5,7,3,7,5,7,6,6,3,5,5,5,5.71428571428571,-0.0935404412354752
"CAN",4,2,5,6,5,5,6,3,2,2,5,2,4.71428571428571,-1.16925628994268
"CAN",4,5,5,6,6,4,4,4,4,4,5,5,4.85714285714286,-0.990760871495737
"CAN",5,6,6,7,7,7,7,7,7,7,6,7,6.42857142857143,0.794093056748854
"CAN",5,2,5,6,6,6,6,6,7,6,6,6,5.14285714285714,-0.67957753028351
"CAN",4,4,5,5,5,5,4,4,5,5,6,5,4.57142857142857,-1.31340990396315
"CAN",2,6,3,5,5,6,5,6,4,4,2,3,4.57142857142857,-1.35018984908955
"CAN",5,6,5,6,6,7,7,6,6,7,7,7,6,0.269629476192854
"CAN",5,5,5,5,6,5,6,6,6,6,6,6,5.28571428571429,-0.523944848989405
"CAN",5,5,6,6,5,5,5,6,5,6,6,6,5.28571428571429,-0.507855651516099
"CAN",6,6,6,6,6,6,6,6,6,6,6,6,6,0.301011472679166
"CAN",7,7,6,7,7,7,7,7,7,7,7,7,6.85714285714286,1.26199660605991
"CAN",7,7,7,6,7,6,7,7,7,6,6,6,6.71428571428571,1.11890232993068
"CAN",6,5,5,6,5,5,6,6,6,6,5,6,5.42857142857143,-0.378724498428097
"CAN",7,7,7,7,7,7,6,6,6,7,7,7,6.85714285714286,1.28029212147633
"CAN",6,6,6,6,6,6,5,5,5,5,4,4,5.85714285714286,0.14477764853893
"CAN",7,7,7,7,7,7,5,7,6,7,7,7,6.71428571428571,1.13319873846526
"CAN",6,4,3,6,6,4,4,3,3,3,5,3,4.71428571428571,-1.19680799053879
"CAN",7,7,5,7,7,7,7,7,7,6,6,7,6.71428571428571,1.08100797394286
"CAN",7,4,5,6,5,5,5,6,6,6,7,7,5.28571428571429,-0.53439021237912
"CAN",2,5,2,6,4,5,5,6,3,2,3,3,4.14285714285714,-1.8644704406257
"CAN",4,6,4,6,4,4,4,2,1,4,3,2,4.57142857142857,-1.35699352855315
"CAN",6,7,6,6,6,6,6,6,7,7,6,7,6.14285714285714,0.45821693048862
"CAN",7,7,6,7,7,7,7,4,5,5,6,6,6.85714285714286,1.25805461245367
"CAN",5,5,4,5,5,5,5,5,4,4,4,4,4.85714285714286,-1.02451025496952
"CAN",7,7,7,7,7,7,7,7,7,7,7,7,7,1.44298523817696
"CAN",6,6,6,6,6,6,6,4,6,6,6,5,6,0.299535398742142
"CAN",6,6,5,5,5,5,5,5,6,6,5,5,5.28571428571429,-0.532308385443267
"CAN",7,2,7,7,7,7,7,7,7,5,7,7,6.28571428571429,0.630629230044299
"CAN",7,7,7,7,7,7,7,7,4,5,5,6,7,1.4422329971233
"CAN",3,4,2,1,1,1,1,1,1,2,2,2,1.85714285714286,-4.45566975936322
"CAN",7,6,7,6,6,6,6,6,5,5,4,4,6.28571428571429,0.63697303002019
"CAN",4,5,4,6,5,6,6,4,4,4,5,5,5.14285714285714,-0.703954092831498
"CAN",6,6,6,6,6,6,5,6,5,6,6,6,5.85714285714286,0.146613145689405
"CAN",7,6,7,6,7,7,6,7,5,4,7,7,6.57142857142857,0.96664990669
"CAN",6,6,6,6,6,6,6,6,6,6,6,6,6,0.288681278997435
"CAN",6,7,6,7,6,7,6,5,4,6,6,6,6.42857142857143,0.783383094831714
"CAN",6,6,6,6,6,6,6,6,6,6,5,5,6,0.294510149039093
"CAN",7,6,6,6,5,4,5,6,5,6,6,6,5.57142857142857,-0.194878950014839
"CAN",7,7,5,6,7,7,7,7,6,7,5,7,6.57142857142857,0.919829311083468
"KEN",6,5,5,5,4,6,7,5,5,5,6,5,5.42857142857143,-0.44111035849589
"KEN",4,4,4,4,4,4,4,4,4,4,4,4,4,-2.07346012730873
"KEN",3,3,3,3,3,3,3,3,3,3,3,3,3,-3.25197550932693
"KEN",4,5,6,6,6,5,6,6,6,6,5,6,5.42857142857143,-0.423992555705777
"KEN",6,5,7,6,5,4,5,1,3,2,2,6,5.42857142857143,-0.381612886030556
"KEN",6,6,5,4,6,6,4,5,6,5,5,5,5.28571428571429,-0.548027189874768
"KEN",6,5,5,4,5,5,5,4,5,4,3,4,5,-0.90566927876825
"KEN",3,3,4,4,4,4,3,4,4,3,4,4,3.57142857142857,-2.58239654399395
"KEN",3,3,3,3,3,3,3,3,3,3,3,3,3,-3.25118837187275
"KEN",5,6,5,6,7,6,5,6,7,6,5,7,5.71428571428571,-0.0415826961324262
"KEN",6,6,6,5,6,7,7,6,6,5,6,6,6.14285714285714,0.406409789743847
"KEN",6,5,6,6,5,4,6,6,5,5,5,3,5.42857142857143,-0.403748103556808
"KEN",4,3,5,6,6,5,5,3,7,6,7,5,4.85714285714286,-1.09431321658999
"KEN",5,6,4,5,7,4,5,5,5,6,5,6,5.14285714285714,-0.725852973243529
"KEN",6,6,6,5,5,7,6,6,6,6,6,6,5.85714285714286,0.0889058963182874
"KEN",4,4,4,4,4,4,4,4,4,4,4,4,4,-2.07346012730873
"KEN",6,6,6,6,6,6,6,6,6,6,6,6,6,0.281209224365117
"KEN",6,5,6,6,7,6,5,5,5,7,6,6,5.85714285714286,0.125104631786016
"KEN",3,3,3,3,4,3,3,3,3,3,4,4,3.14285714285714,-3.09467270121835
"KEN",4,4,4,4,4,4,4,4,4,4,4,4,4,-2.09191557531902
"KEN",7,1,7,7,7,7,7,7,7,7,7,7,6.14285714285714,0.404859973198929
"KEN",7,7,7,7,7,6,7,7,7,7,6,6,6.85714285714286,1.28651842446466
"KEN",5,5,5,7,7,7,7,7,5,6,6,4,6.14285714285714,0.416822698601506
"KEN",7,7,7,7,7,7,7,7,7,7,7,7,7,1.45893746892913
"KEN",4,4,6,6,6,5,6,6,7,7,7,7,5.28571428571429,-0.597494494251124
"KEN",7,7,7,7,7,7,7,7,7,7,7,7,7,1.44544667989323
"KEN",3,3,3,2,2,2,2,3,3,4,4,1,2.42857142857143,-3.92592111055615
"KEN",6,5,5,6,6,6,5,5,3,5,5,5,5.57142857142857,-0.218766800757543
"KEN",7,7,7,7,7,7,7,7,7,7,7,7,7,1.45010392606275
"KEN",6,7,5,6,6,6,7,7,7,5,7,7,6.14285714285714,0.433363082838395
"KEN",3,4,5,6,7,5,5,5,3,2,2,4,5,-0.912526665866896
"KEN",1,3,4,3,5,5,5,5,5,4,3,5,3.71428571428571,-2.49228692735357
"KEN",6,5,5,5,6,6,4,4,5,4,6,5,5.28571428571429,-0.541089917265849
"KEN",7,7,7,6,7,7,6,6,7,7,7,6,6.71428571428571,1.1193709664425
"KEN",4,6,5,6,5,6,6,4,6,6,6,6,5.42857142857143,-0.430776548105894
"KEN",7,7,7,7,7,7,7,7,7,7,7,7,7,1.45010392606275
"KEN",7,7,7,7,7,7,7,7,7,7,7,7,7,1.45972460638332
"KEN",7,7,7,6,7,6,7,5,7,7,6,6,6.71428571428571,1.11909027769697
"KEN",2,5,2,4,3,5,3,5,3,5,3,5,3.42857142857143,-2.75724770363331
"KEN",7,3,3,6,7,6,6,6,4,7,1,7,5.42857142857143,-0.405131647107657
"KEN",6,4,2,4,4,7,7,7,6,7,1,6,4.85714285714286,-1.13943841223509
"KEN",6,2,7,7,7,4,6,1,3,5,6,7,5.57142857142857,-0.238208390869322
"KEN",6,1,7,7,7,4,6,1,3,5,4,7,5.42857142857143,-0.407478007822919
"KEN",1,7,7,7,7,7,1,1,7,7,1,7,5.28571428571429,-0.495158180532532
"KEN",7,7,5,4,7,4,7,7,4,1,4,1,5.85714285714286,0.103852455587217
"KEN",7,7,6,7,6,7,7,6,7,7,7,7,6.71428571428571,1.11261240308016
"KEN",5,7,7,7,7,7,7,6,5,7,6,5,6.71428571428571,1.08509208884755
"KEN",6,6,6,5,5,6,5,5,6,4,5,5,5.57142857142857,-0.229150875266002
"KEN",7,7,7,7,7,7,5,7,7,6,6,5,6.71428571428571,1.15459859987807
"KEN",7,4,7,4,6,6,6,6,6,6,6,6,5.71428571428571,-0.0792025595145212
"KEN",6,6,6,6,6,6,6,6,6,6,6,6,6,0.281996361819301
"KEN",2,6,5,6,6,6,6,6,6,6,6,6,5.28571428571429,-0.607271677548964
"KEN",6,5,4,5,5,5,5,4,5,5,5,5,5,-0.891873193380549
"KEN",6,5,5,6,5,5,6,7,5,6,7,6,5.42857142857143,-0.407934321781431
"KEN",6,6,3,6,6,4,4,4,2,1,3,1,5,-0.858218253448272
"KEN",4,2,2,4,2,2,4,4,5,3,5,3,2.85714285714286,-3.43861864344233
"KEN",3,6,4,6,6,6,6,5,5,6,6,6,5.28571428571429,-0.603699644715222
"KEN",1,1,2,4,5,6,5,2,1,1,3,1,3.42857142857143,-2.82644016652159
"KEN",2,2,2,2,2,2,3,2,2,2,2,2,2.14285714285714,-4.28406725159448
"KEN",7,7,6,7,6,7,6,5,6,6,7,5,6.57142857142857,0.966975900783692
"KEN",7,6,4,6,6,6,6,6,6,6,6,6,5.85714285714286,0.112352291206617
"KEN",3,3,3,4,3,3,4,6,5,6,6,6,3.28571428571429,-2.94774562795251
"KEN",6,5,7,6,6,5,6,5,6,6,5,5,5.85714285714286,0.0988276395862662
"KEN",4,4,3,3,4,3,4,3,3,3,4,3,3.57142857142857,-2.59069971868417
"KEN",5,5,6,6,5,6,5,6,5,5,6,5,5.42857142857143,-0.388112971689837
"KEN",2,3,4,3,4,6,5,6,6,5,7,6,3.85714285714286,-2.31155797849535
